Item_ID,Item_Weight,Item_Fat_Content,Item_Type,Item_MRP,Outlet_Identifier,Yrs_since_inception,Outlet_Size,Outlet_Location_Type,Outlet_Type,sales,Number_of_units_sold
8818,5.59,Regular,Snack Foods,62.6168,OUT013,29,High,Tier 3,Supermarket Type1,639.168,10
8819,11.35,Regular,Fruits and Vegetables,197.0742,OUT017,9,Medium,Tier 2,Supermarket Type1,2587.9646,13
8820,12.3,Regular,Starchy Foods,93.8804,OUT018,7,Medium,Tier 3,Supermarket Type2,1470.0864,16
8821,17.75,Low Fat,Dairy,248.775,OUT046,19,Small,Tier 1,Supermarket Type1,3745.125,15
8822,17.75,Low Fat,Others,178.566,OUT018,7,Medium,Tier 3,Supermarket Type2,2516.724,14
8823,12.35,Regular,Fruits and Vegetables,110.257,OUT018,7,Medium,Tier 3,Supermarket Type2,1757.712,16
8824,16.7,Regular,Frozen Foods,113.9176,OUT049,17,Medium,Tier 1,Supermarket Type1,2519.3872,22
8825,19.35,Regular,Meat,167.0816,OUT017,9,Medium,Tier 2,Supermarket Type1,1510.0344,9
8826,15.7,Regular,Canned,112.0202,OUT046,19,Small,Tier 1,Supermarket Type1,337.5606,3
8827,18.7,Low Fat,Baking Goods,124.902,OUT017,9,Medium,Tier 2,Supermarket Type1,2909.546,23
8828,7.06,Regular,Starchy Foods,59.5904,OUT013,29,High,Tier 3,Supermarket Type1,761.6752,13
8829,11.35,Low Fat,Snack Foods,52.4008,OUT035,12,Small,Tier 2,Supermarket Type1,809.6128,15
8830,6.96,Low Fat,Soft Drinks,90.9146,OUT017,9,Medium,Tier 2,Supermarket Type1,1459.4336,16
8831,13.15,Low Fat,Snack Foods,184.195,OUT049,17,Medium,Tier 1,Supermarket Type1,2746.425,15
8832,14.5,Regular,Baking Goods,102.7332,OUT010,18,Medium,Tier 3,Grocery Store,205.0664,2
8833,7.5,Low Fat,Health and Hygiene,177.4028,OUT010,18,Medium,Tier 3,Grocery Store,354.2056,2
8834,15.2,Low Fat,Health and Hygiene,114.8492,OUT045,14,Medium,Tier 2,Supermarket Type1,1506.0396,13
8835,11.6,Regular,Snack Foods,226.2404,OUT046,19,Small,Tier 1,Supermarket Type1,1800.3232,8
8836,9,Low Fat,Household,102.0016,OUT018,7,Medium,Tier 3,Supermarket Type2,1518.024,15
8837,19.35,Regular,Fruits and Vegetables,119.7098,OUT013,29,High,Tier 3,Supermarket Type1,1325.6078,11
8838,15.2,Low Fat,Snack Foods,228.0352,OUT010,18,Medium,Tier 3,Grocery Store,458.0704,2
8839,20.2,Regular,Snack Foods,97.5752,OUT035,12,Small,Tier 2,Supermarket Type1,1534.0032,16
8840,5.365,Regular,Seafood,171.0764,OUT046,19,Small,Tier 1,Supermarket Type1,3263.7516,19
8841,21.2,Regular,Starchy Foods,173.6738,OUT049,17,Medium,Tier 1,Supermarket Type1,2954.1546,17
8842,11.15,Regular,Dairy,150.6708,OUT045,14,Medium,Tier 2,Supermarket Type1,2106.5912,14
8843,19.35,Regular,Snack Foods,112.7518,OUT017,9,Medium,Tier 2,Supermarket Type1,683.1108,6
8844,13.5,Low Fat,Health and Hygiene,33.3874,OUT049,17,Medium,Tier 1,Supermarket Type1,282.2992,8
8845,9.6,Regular,Snack Foods,188.1872,OUT035,12,Small,Tier 2,Supermarket Type1,1701.7848,9
8846,12.5,Regular,Fruits and Vegetables,91.7488,OUT049,17,Medium,Tier 1,Supermarket Type1,1358.232,15
8847,15.85,Low Fat,Canned,36.3506,OUT035,12,Small,Tier 2,Supermarket Type1,607.2096,17
8848,10.195,Regular,Frozen Foods,141.7838,OUT013,29,High,Tier 3,Supermarket Type1,1685.8056,12
8849,20.2,Regular,Meat,178.6028,OUT017,9,Medium,Tier 2,Supermarket Type1,2302.3364,13
8850,7.96,Low Fat,Canned,161.8894,OUT018,7,Medium,Tier 3,Supermarket Type2,2750.4198,17
8851,20,Low Fat,Baking Goods,45.4086,OUT013,29,High,Tier 3,Supermarket Type1,981.3892,22
8852,6.425,Low Fat,Breakfast,133.0626,OUT017,9,Medium,Tier 2,Supermarket Type1,1442.7886,11
8853,12.1,Low Fat,Household,170.9106,OUT018,7,Medium,Tier 3,Supermarket Type2,1539.9954,9
8854,11.6,Regular,Frozen Foods,82.2276,OUT010,18,Medium,Tier 3,Grocery Store,243.6828,3
8855,9.395,Low Fat,Snack Foods,236.9932,OUT035,12,Small,Tier 2,Supermarket Type1,4242.4776,18
8856,17.2,Regular,Canned,147.0418,OUT017,9,Medium,Tier 2,Supermarket Type1,2354.2688,16
8857,7.42,Regular,Snack Foods,188.9872,OUT018,7,Medium,Tier 3,Supermarket Type2,2458.1336,13
8858,18.25,Low Fat,Snack Foods,142.0154,OUT035,12,Small,Tier 2,Supermarket Type1,2127.231,15
8859,17.6,Regular,Snack Foods,94.641,OUT049,17,Medium,Tier 1,Supermarket Type1,2799.689,30
8860,6.825,Regular,Canned,155.1998,OUT018,7,Medium,Tier 3,Supermarket Type2,2460.7968,16
8861,7.405,Low Fat,Dairy,208.9296,OUT013,29,High,Tier 3,Supermarket Type1,2700.4848,13
8862,15.7,Low Fat,Baking Goods,250.5724,OUT018,7,Medium,Tier 3,Supermarket Type2,4026.7584,16
8863,15.6,Low Fat,Frozen Foods,75.667,OUT017,9,Medium,Tier 2,Supermarket Type1,1301.639,17
8864,9.6,Low Fat,Household,44.2086,OUT010,18,Medium,Tier 3,Grocery Store,44.6086,1
8865,10.195,Regular,Frozen Foods,139.0838,OUT035,12,Small,Tier 2,Supermarket Type1,3652.5788,26
8866,19.1,Low Fat,Household,172.4422,OUT049,17,Medium,Tier 1,Supermarket Type1,3621.2862,21
8867,8.895,Low Fat,Breakfast,175.937,OUT018,7,Medium,Tier 3,Supermarket Type2,529.311,3
8868,8.945,Regular,Dairy,262.291,OUT010,18,Medium,Tier 3,Grocery Store,1314.955,5
8869,10.3,Low Fat,Meat,103.7648,OUT017,9,Medium,Tier 2,Supermarket Type1,2804.3496,27
8870,16,Regular,Snack Foods,155.2972,OUT045,14,Medium,Tier 2,Supermarket Type1,3894.93,25
8871,6.385,Regular,Snack Foods,34.3874,OUT017,9,Medium,Tier 2,Supermarket Type1,388.1614,11
8872,13,Low Fat,Household,47.9034,OUT013,29,High,Tier 3,Supermarket Type1,583.2408,12
8873,20.1,Regular,Frozen Foods,150.9366,OUT017,9,Medium,Tier 2,Supermarket Type1,3476.1418,23
8874,11.1,Low Fat,Fruits and Vegetables,189.2846,OUT018,7,Medium,Tier 3,Supermarket Type2,3630.6074,19
8875,5.175,Low Fat,Health and Hygiene,35.4874,OUT013,29,High,Tier 3,Supermarket Type1,388.1614,11
8876,11.5,Regular,Dairy,88.254,OUT046,19,Small,Tier 1,Supermarket Type1,1298.31,15
8877,16.75,Regular,Meat,73.7038,OUT018,7,Medium,Tier 3,Supermarket Type2,1404.1722,19
8878,17.25,Low Fat,Soft Drinks,261.591,OUT013,29,High,Tier 3,Supermarket Type1,3418.883,13
8879,5.88,Low Fat,Frozen Foods,155.3998,OUT035,12,Small,Tier 2,Supermarket Type1,2153.1972,14
8880,7.3,Low Fat,Frozen Foods,147.6076,OUT017,9,Medium,Tier 2,Supermarket Type1,3251.7672,22
8881,7.075,Low Fat,Dairy,143.0128,OUT049,17,Medium,Tier 1,Supermarket Type1,1150.5024,8
8882,6.365,Low Fat,Frozen Foods,59.7536,OUT017,9,Medium,Tier 2,Supermarket Type1,980.0576,16
8883,9.3,Low Fat,Household,247.0802,OUT035,12,Small,Tier 2,Supermarket Type1,1228.401,5
8884,5.92,Regular,Soft Drinks,50.3692,OUT013,29,High,Tier 3,Supermarket Type1,591.2304,12
8885,9.6,Low Fat,Household,42.6086,OUT035,12,Small,Tier 2,Supermarket Type1,133.8258,3
8886,14.15,Low Fat,Dairy,52.0982,OUT046,19,Small,Tier 1,Supermarket Type1,578.5802,11
8887,11.8,Low Fat,Soft Drinks,198.2084,OUT013,29,High,Tier 3,Supermarket Type1,3769.7596,19
8888,6.765,Regular,Frozen Foods,106.1306,OUT045,14,Medium,Tier 2,Supermarket Type1,1672.4896,16
8889,13.15,Low Fat,Snack Foods,181.695,OUT010,18,Medium,Tier 3,Grocery Store,549.285,3
8890,18.7,Low Fat,Frozen Foods,122.9072,OUT017,9,Medium,Tier 2,Supermarket Type1,490.0288,4
8891,13.3,Low Fat,Frozen Foods,149.9708,OUT013,29,High,Tier 3,Supermarket Type1,2106.5912,14
8892,9.42,Regular,Frozen Foods,61.5194,OUT017,9,Medium,Tier 2,Supermarket Type1,866.8716,14
8893,17.6,Low Fat,Dairy,170.4422,OUT046,19,Small,Tier 1,Supermarket Type1,2759.0752,16
8894,8.235,Low Fat,Baking Goods,149.3076,OUT017,9,Medium,Tier 2,Supermarket Type1,1921.4988,13
8895,13.15,Regular,Snack Foods,89.6856,OUT049,17,Medium,Tier 1,Supermarket Type1,703.0848,8
8896,12.65,Low Fat,Household,106.3938,OUT045,14,Medium,Tier 2,Supermarket Type1,3751.783,35
8897,20.7,Low Fat,Household,73.2354,OUT045,14,Medium,Tier 2,Supermarket Type1,1504.708,21
8898,13,Low Fat,Canned,76.7986,OUT045,14,Medium,Tier 2,Supermarket Type1,2648.5524,34
8899,16.1,Low Fat,Fruits and Vegetables,256.1356,OUT045,14,Medium,Tier 2,Supermarket Type1,6358.39,25
8900,16,Low Fat,Starchy Foods,226.2404,OUT045,14,Medium,Tier 2,Supermarket Type1,4725.8484,21
8901,12.35,Low Fat,Snack Foods,118.9124,OUT013,29,High,Tier 3,Supermarket Type1,3199.8348,27
8902,14,Low Fat,Baking Goods,103.1332,OUT018,7,Medium,Tier 3,Supermarket Type2,1948.1308,19
8903,20.5,Low Fat,Household,40.0822,OUT035,12,Small,Tier 2,Supermarket Type1,1257.0304,31
8904,8.3,Low Fat,Fruits and Vegetables,38.0506,OUT035,12,Small,Tier 2,Supermarket Type1,531.3084,14
8905,19.2,Low Fat,Household,130.131,OUT049,17,Medium,Tier 1,Supermarket Type1,1038.648,8
8906,9.1,Low Fat,Household,46.9718,OUT017,9,Medium,Tier 2,Supermarket Type1,850.8924,18
8907,14.15,Low Fat,Canned,255.5014,OUT013,29,High,Tier 3,Supermarket Type1,5355.0294,21
8908,7.93,Low Fat,Frozen Foods,122.1414,OUT049,17,Medium,Tier 1,Supermarket Type1,2924.1936,24
8909,17.1,Low Fat,Household,114.386,OUT046,19,Small,Tier 1,Supermarket Type1,1245.046,11
8910,16.2,Low Fat,Soft Drinks,154.6972,OUT013,29,High,Tier 3,Supermarket Type1,1713.7692,11
8911,6.465,Low Fat,Canned,264.7884,OUT046,19,Small,Tier 1,Supermarket Type1,3709.8376,14
8912,7.155,Regular,Breads,34.3874,OUT018,7,Medium,Tier 3,Supermarket Type2,670.4606,19
8913,20.6,Regular,Dairy,212.6244,OUT035,12,Small,Tier 2,Supermarket Type1,3599.3148,17
8914,20.25,Regular,Canned,94.612,OUT018,7,Medium,Tier 3,Supermarket Type2,652.484,7
8915,15.85,Low Fat,Breads,177.437,OUT018,7,Medium,Tier 3,Supermarket Type2,5645.984,32
8916,9,Low Fat,Health and Hygiene,266.6884,OUT013,29,High,Tier 3,Supermarket Type1,3974.826,15
8917,18.7,Low Fat,Fruits and Vegetables,111.1886,OUT017,9,Medium,Tier 2,Supermarket Type1,2334.9606,21
8918,20.85,Low Fat,Fruits and Vegetables,104.9306,OUT013,29,High,Tier 3,Supermarket Type1,2299.6732,22
8919,18.35,Regular,Fruits and Vegetables,83.9882,OUT013,29,High,Tier 3,Supermarket Type1,1202.4348,14
8920,18.6,Low Fat,Snack Foods,162.2236,OUT035,12,Small,Tier 2,Supermarket Type1,2900.2248,18
8921,9.8,Regular,Fruits and Vegetables,117.3492,OUT035,12,Small,Tier 2,Supermarket Type1,810.9444,7
8922,15.1,Regular,Fruits and Vegetables,219.8456,OUT049,17,Medium,Tier 1,Supermarket Type1,6189.2768,28
8923,7.09,Low Fat,Baking Goods,48.1034,OUT013,29,High,Tier 3,Supermarket Type1,1069.2748,22
8924,9.5,Low Fat,Hard Drinks,188.9872,OUT017,9,Medium,Tier 2,Supermarket Type1,1323.6104,7
8925,19,Regular,Frozen Foods,48.6718,OUT018,7,Medium,Tier 3,Supermarket Type2,614.5334,13
8926,20.5,Low Fat,Household,37.919,OUT046,19,Small,Tier 1,Supermarket Type1,183.095,5
8927,19.85,Low Fat,Health and Hygiene,125.2704,OUT045,14,Medium,Tier 2,Supermarket Type1,2127.8968,17
8928,21.1,Low Fat,Household,145.7786,OUT017,9,Medium,Tier 2,Supermarket Type1,1444.786,10
8929,15.1,Regular,Snack Foods,260.3304,OUT013,29,High,Tier 3,Supermarket Type1,5424.9384,21
8930,19.7,Low Fat,Household,98.7726,OUT013,29,High,Tier 3,Supermarket Type1,1859.5794,19
8931,16.2,Regular,Frozen Foods,97.3726,OUT046,19,Small,Tier 1,Supermarket Type1,2055.3246,21
8932,18.1,Low Fat,Fruits and Vegetables,96.5094,OUT035,12,Small,Tier 2,Supermarket Type1,1332.9316,14
8933,10.195,Low Fat,Snack Foods,42.5428,OUT018,7,Medium,Tier 3,Supermarket Type2,878.856,21
8934,6.55,Regular,Breads,157.8288,OUT046,19,Small,Tier 1,Supermarket Type1,2514.0608,16
8935,15.85,Low Fat,Canned,94.4094,OUT045,14,Medium,Tier 2,Supermarket Type1,1428.141,15
8936,12.1,Low Fat,Canned,75.267,OUT018,7,Medium,Tier 3,Supermarket Type2,612.536,8
8937,16.5,Regular,Fruits and Vegetables,100.6332,OUT035,12,Small,Tier 2,Supermarket Type1,1537.998,15
8938,16.7,Low Fat,Dairy,109.1886,OUT010,18,Medium,Tier 3,Grocery Store,222.3772,2
8939,11.1,Low Fat,Baking Goods,159.0604,OUT010,18,Medium,Tier 3,Grocery Store,792.302,5
8940,11.35,Regular,Fruits and Vegetables,168.279,OUT013,29,High,Tier 3,Supermarket Type1,2376.906,14
8941,9.195,Regular,Frozen Foods,53.1666,OUT046,19,Small,Tier 1,Supermarket Type1,768.999,14
8942,18.85,Low Fat,Hard Drinks,127.3336,OUT046,19,Small,Tier 1,Supermarket Type1,3962.8416,31
8943,8,Regular,Breads,250.3092,OUT046,19,Small,Tier 1,Supermarket Type1,6723.2484,27
8944,19.1,Low Fat,Household,41.9796,OUT046,19,Small,Tier 1,Supermarket Type1,701.7532,17
8945,6.36,Low Fat,Fruits and Vegetables,46.506,OUT049,17,Medium,Tier 1,Supermarket Type1,652.484,14
8946,19.6,Low Fat,Health and Hygiene,151.7024,OUT017,9,Medium,Tier 2,Supermarket Type1,2884.2456,19
8947,17.1,Regular,Fruits and Vegetables,209.0638,OUT046,19,Small,Tier 1,Supermarket Type1,3520.0846,17
8948,8.76,Low Fat,Health and Hygiene,126.7336,OUT013,29,High,Tier 3,Supermarket Type1,639.168,5
8949,6.775,Low Fat,Household,84.225,OUT035,12,Small,Tier 2,Supermarket Type1,3162.55,38
8950,16.25,Low Fat,Household,116.1176,OUT049,17,Medium,Tier 1,Supermarket Type1,2633.9048,23
8951,19.85,Low Fat,Dairy,89.4856,OUT035,12,Small,Tier 2,Supermarket Type1,1054.6272,12
8952,19.75,Low Fat,Fruits and Vegetables,189.9872,OUT013,29,High,Tier 3,Supermarket Type1,3781.744,20
8953,6.96,Low Fat,Soft Drinks,91.4146,OUT045,14,Medium,Tier 2,Supermarket Type1,638.5022,7
8954,8.935,Low Fat,Frozen Foods,53.7298,OUT018,7,Medium,Tier 3,Supermarket Type2,593.2278,11
8955,8.26,Low Fat,Hard Drinks,113.7834,OUT010,18,Medium,Tier 3,Grocery Store,115.1834,1
8956,6.71,Low Fat,Breads,218.3166,OUT045,14,Medium,Tier 2,Supermarket Type1,1959.4494,9
8957,8.945,Regular,Dairy,263.491,OUT035,12,Small,Tier 2,Supermarket Type1,1840.937,7
8958,12.65,Low Fat,Meat,107.8938,OUT046,19,Small,Tier 1,Supermarket Type1,750.3566,7
8959,15,Low Fat,Starchy Foods,107.3938,OUT049,17,Medium,Tier 1,Supermarket Type1,750.3566,7
8960,15.35,Low Fat,Soft Drinks,196.5768,OUT017,9,Medium,Tier 2,Supermarket Type1,7685.9952,39
8961,14.35,Low Fat,Health and Hygiene,109.5228,OUT049,17,Medium,Tier 1,Supermarket Type1,1768.3648,16
8962,5.765,Low Fat,Baking Goods,37.0164,OUT045,14,Medium,Tier 2,Supermarket Type1,540.6296,15
8963,8.315,Regular,Baking Goods,143.3444,OUT013,29,High,Tier 3,Supermarket Type1,1596.5884,11
8964,6.13,Low Fat,Fruits and Vegetables,53.8298,OUT035,12,Small,Tier 2,Supermarket Type1,1024.6662,19
8965,14.5,Regular,Baking Goods,104.1332,OUT035,12,Small,Tier 2,Supermarket Type1,205.0664,2
8966,15.1,Low Fat,Fruits and Vegetables,219.4166,OUT046,19,Small,Tier 1,Supermarket Type1,6096.0648,28
8967,17.25,Low Fat,Soft Drinks,163.7526,OUT018,7,Medium,Tier 3,Supermarket Type2,3289.052,20
8968,13,Low Fat,Household,46.306,OUT013,29,High,Tier 3,Supermarket Type1,699.09,15
8969,12.85,Low Fat,Fruits and Vegetables,233.2642,OUT045,14,Medium,Tier 2,Supermarket Type1,3950.1914,17
8970,7.975,Low Fat,Baking Goods,82.325,OUT035,12,Small,Tier 2,Supermarket Type1,1331.6,16
8971,10.895,Regular,Frozen Foods,144.8102,OUT046,19,Small,Tier 1,Supermarket Type1,3062.0142,21
8972,9.17,Low Fat,Baking Goods,144.947,OUT046,19,Small,Tier 1,Supermarket Type1,4294.41,30
8973,16.2,Low Fat,Canned,101.47,OUT010,18,Medium,Tier 3,Grocery Store,399.48,4
8974,14.65,Low Fat,Fruits and Vegetables,47.6692,OUT035,12,Small,Tier 2,Supermarket Type1,739.038,16
8975,6.985,Regular,Meat,184.7608,OUT018,7,Medium,Tier 3,Supermarket Type2,4042.7376,22
8976,17.7,Low Fat,Fruits and Vegetables,115.0834,OUT045,14,Medium,Tier 2,Supermarket Type1,2764.4016,24
8977,16.1,Regular,Frozen Foods,35.1558,OUT017,9,Medium,Tier 2,Supermarket Type1,339.558,10
8978,14.75,Low Fat,Health and Hygiene,237.2906,OUT017,9,Medium,Tier 2,Supermarket Type1,3089.9778,13
8979,12.15,Low Fat,Others,124.473,OUT049,17,Medium,Tier 1,Supermarket Type1,1231.73,10
8980,18.5,Low Fat,Meat,89.1172,OUT045,14,Medium,Tier 2,Supermarket Type1,892.172,10
8981,12.15,Low Fat,Frozen Foods,211.2928,OUT017,9,Medium,Tier 2,Supermarket Type1,5049.4272,24
8982,16.1,Regular,Frozen Foods,32.0558,OUT035,12,Small,Tier 2,Supermarket Type1,1018.674,32
8983,20.6,Regular,Dairy,212.9244,OUT018,7,Medium,Tier 3,Supermarket Type2,2540.6928,12
8984,17.6,Low Fat,Household,228.801,OUT049,17,Medium,Tier 1,Supermarket Type1,3215.814,14
8985,5.98,Low Fat,Fruits and Vegetables,146.1418,OUT045,14,Medium,Tier 2,Supermarket Type1,3089.9778,21
8986,13.5,Low Fat,Soft Drinks,190.9872,OUT049,17,Medium,Tier 1,Supermarket Type1,2836.308,15
8987,12.85,Low Fat,Snack Foods,42.7428,OUT035,12,Small,Tier 2,Supermarket Type1,703.0848,16
8988,13.6,Low Fat,Snack Foods,194.2136,OUT035,12,Small,Tier 2,Supermarket Type1,2527.3768,13
8989,9.8,Regular,Baking Goods,35.9874,OUT035,12,Small,Tier 2,Supermarket Type1,282.2992,8
8990,15,Low Fat,Snack Foods,44.7744,OUT049,17,Medium,Tier 1,Supermarket Type1,679.116,15
8991,16.35,Low Fat,Fruits and Vegetables,198.2426,OUT010,18,Medium,Tier 3,Grocery Store,790.9704,4
8992,7.05,Low Fat,Snack Foods,109.7912,OUT035,12,Small,Tier 2,Supermarket Type1,1091.912,10
8993,20.1,Regular,Fruits and Vegetables,193.782,OUT013,29,High,Tier 3,Supermarket Type1,1158.492,6
8994,19.6,Low Fat,Household,254.7698,OUT018,7,Medium,Tier 3,Supermarket Type2,5327.0658,21
8995,16.35,Regular,Fruits and Vegetables,224.0062,OUT013,29,High,Tier 3,Supermarket Type1,4288.4178,19
8996,13.15,Low Fat,Household,159.7604,OUT049,17,Medium,Tier 1,Supermarket Type1,4119.9704,26
8997,12.65,Regular,Fruits and Vegetables,238.8538,OUT018,7,Medium,Tier 3,Supermarket Type2,4566.7222,19
8998,14.5,Regular,Snack Foods,160.7262,OUT049,17,Medium,Tier 1,Supermarket Type1,1750.3882,11
8999,17.75,Low Fat,Baking Goods,111.4544,OUT045,14,Medium,Tier 2,Supermarket Type1,1006.6896,9
9000,14,Low Fat,Baking Goods,104.0332,OUT045,14,Medium,Tier 2,Supermarket Type1,1435.4648,14
9001,9.895,Regular,Frozen Foods,261.7278,OUT046,19,Small,Tier 1,Supermarket Type1,4685.9004,18
9002,10.195,Low Fat,Canned,110.9886,OUT010,18,Medium,Tier 3,Grocery Store,111.1886,1
9003,18.25,Low Fat,Hard Drinks,174.208,OUT018,7,Medium,Tier 3,Supermarket Type2,2596.62,15
9004,6.4,Low Fat,Frozen Foods,41.0796,OUT010,18,Medium,Tier 3,Grocery Store,41.2796,1
9005,5.88,Low Fat,Frozen Foods,154.2998,OUT046,19,Small,Tier 1,Supermarket Type1,1999.3974,13
9006,6.895,Low Fat,Meat,143.8812,OUT013,29,High,Tier 3,Supermarket Type1,2707.1428,19
9007,20.5,Low Fat,Starchy Foods,90.6172,OUT018,7,Medium,Tier 3,Supermarket Type2,1427.4752,16
9008,14.8,Low Fat,Meat,190.8846,OUT010,18,Medium,Tier 3,Grocery Store,191.0846,1
9009,17.75,Low Fat,Fruits and Vegetables,158.6262,OUT049,17,Medium,Tier 1,Supermarket Type1,3819.0288,24
9010,18.6,Regular,Meat,48.8376,OUT010,18,Medium,Tier 3,Grocery Store,47.9376,1
9011,12.5,Low Fat,Fruits and Vegetables,104.999,OUT045,14,Medium,Tier 2,Supermarket Type1,1444.786,14
9012,19,Regular,Fruits and Vegetables,186.5214,OUT035,12,Small,Tier 2,Supermarket Type1,5275.7992,28
9013,8.26,Regular,Soft Drinks,125.073,OUT018,7,Medium,Tier 3,Supermarket Type2,985.384,8
9014,9.06,Low Fat,Others,213.756,OUT046,19,Small,Tier 1,Supermarket Type1,1065.28,5
9015,9.195,Low Fat,Frozen Foods,58.9246,OUT018,7,Medium,Tier 3,Supermarket Type2,926.7936,16
9016,5.945,Low Fat,Household,129.1652,OUT045,14,Medium,Tier 2,Supermarket Type1,2841.6344,22
9017,13.35,Regular,Canned,207.3638,OUT049,17,Medium,Tier 1,Supermarket Type1,5797.7864,28
9018,12.65,Regular,Frozen Foods,189.0846,OUT035,12,Small,Tier 2,Supermarket Type1,4012.7766,21
9019,12.15,Regular,Meat,181.695,OUT018,7,Medium,Tier 3,Supermarket Type2,2929.52,16
9020,20.85,Low Fat,Baking Goods,180.066,OUT018,7,Medium,Tier 3,Supermarket Type2,2157.192,12
9021,18.25,Low Fat,Frozen Foods,224.1062,OUT018,7,Medium,Tier 3,Supermarket Type2,4965.5364,22
9022,11.3,Regular,Frozen Foods,260.1962,OUT045,14,Medium,Tier 2,Supermarket Type1,2848.9582,11
9023,17.6,Low Fat,Health and Hygiene,237.359,OUT045,14,Medium,Tier 2,Supermarket Type1,6145.334,26
9024,5.88,Regular,Frozen Foods,101.799,OUT018,7,Medium,Tier 3,Supermarket Type2,1960.781,19
9025,21.25,Low Fat,Meat,184.6608,OUT045,14,Medium,Tier 2,Supermarket Type1,367.5216,2
9026,20.2,Regular,Snack Foods,94.5752,OUT046,19,Small,Tier 1,Supermarket Type1,1821.6288,19
9027,9.8,Regular,Fruits and Vegetables,113.8492,OUT013,29,High,Tier 3,Supermarket Type1,1737.738,15
9028,16.6,Low Fat,Hard Drinks,171.4422,OUT018,7,Medium,Tier 3,Supermarket Type2,2241.7486,13
9029,7.035,Low Fat,Frozen Foods,262.791,OUT045,14,Medium,Tier 2,Supermarket Type1,3681.874,14
9030,7.93,Low Fat,Frozen Foods,121.8414,OUT046,19,Small,Tier 1,Supermarket Type1,2802.3522,23
9031,15.5,Low Fat,Soft Drinks,41.377,OUT017,9,Medium,Tier 2,Supermarket Type1,649.155,16
9032,12.35,Regular,Baking Goods,78.7328,OUT045,14,Medium,Tier 2,Supermarket Type1,1390.1904,18
9033,8.235,Low Fat,Health and Hygiene,183.795,OUT045,14,Medium,Tier 2,Supermarket Type1,2929.52,16
9034,6.675,Low Fat,Snack Foods,92.6462,OUT045,14,Medium,Tier 2,Supermarket Type1,1665.8316,18
9035,6.55,Regular,Breads,156.5288,OUT013,29,High,Tier 3,Supermarket Type1,1571.288,10
9036,13.5,Low Fat,Household,160.692,OUT018,7,Medium,Tier 3,Supermarket Type2,1917.504,12
9037,6.86,Low Fat,Household,227.801,OUT035,12,Small,Tier 2,Supermarket Type1,3904.917,17
9038,9.8,Regular,Fruits and Vegetables,116.6492,OUT045,14,Medium,Tier 2,Supermarket Type1,2316.984,20
9039,14.3,Regular,Baking Goods,98.1726,OUT018,7,Medium,Tier 3,Supermarket Type2,685.1082,7
9040,19.35,Low Fat,Fruits and Vegetables,169.2474,OUT017,9,Medium,Tier 2,Supermarket Type1,3705.8428,22
9041,9.3,Low Fat,Dairy,250.6092,OUT013,29,High,Tier 3,Supermarket Type1,6474.2392,26
9042,4.805,Regular,Dairy,126.2704,OUT018,7,Medium,Tier 3,Supermarket Type2,3629.9416,29
9043,14.5,Regular,Fruits and Vegetables,170.7448,OUT017,9,Medium,Tier 2,Supermarket Type1,2045.3376,12
9044,15.35,Low Fat,Soft Drinks,196.5768,OUT035,12,Small,Tier 2,Supermarket Type1,4729.8432,24
9045,21.1,Low Fat,Household,143.3786,OUT046,19,Small,Tier 1,Supermarket Type1,866.8716,6
9046,19.5,Low Fat,Canned,177.2002,OUT035,12,Small,Tier 2,Supermarket Type1,2149.2024,12
9047,6.03,Low Fat,Dairy,178.1028,OUT013,29,High,Tier 3,Supermarket Type1,4604.6728,26
9048,20.7,Low Fat,Canned,182.6266,OUT045,14,Medium,Tier 2,Supermarket Type1,2581.9724,14
9049,16.5,Low Fat,Canned,208.8638,OUT046,19,Small,Tier 1,Supermarket Type1,2484.7656,12
9050,17.1,Regular,Fruits and Vegetables,206.1638,OUT018,7,Medium,Tier 3,Supermarket Type2,4141.276,20
9051,5.26,Regular,Breads,95.6068,OUT045,14,Medium,Tier 2,Supermarket Type1,2332.9632,24
9052,14,Regular,Snack Foods,54.064,OUT035,12,Small,Tier 2,Supermarket Type1,1118.544,21
9053,7.575,Low Fat,Dairy,196.5768,OUT045,14,Medium,Tier 2,Supermarket Type1,1576.6144,8
9054,16.75,Regular,Canned,103.7674,OUT035,12,Small,Tier 2,Supermarket Type1,2852.2872,27
9055,9.3,Regular,Snack Foods,197.7084,OUT017,9,Medium,Tier 2,Supermarket Type1,3372.9428,17
9056,15.2,Low Fat,Meat,256.033,OUT010,18,Medium,Tier 3,Grocery Store,1281.665,5
9057,8.6,Low Fat,Health and Hygiene,143.6154,OUT017,9,Medium,Tier 2,Supermarket Type1,2127.231,15
9058,18.6,Regular,Meat,47.1376,OUT017,9,Medium,Tier 2,Supermarket Type1,767.0016,16
9059,9.5,Regular,Canned,79.596,OUT046,19,Small,Tier 1,Supermarket Type1,1038.648,13
9060,15,Regular,Canned,60.2904,OUT017,9,Medium,Tier 2,Supermarket Type1,1581.9408,26
9061,6.465,Low Fat,Canned,264.1884,OUT045,14,Medium,Tier 2,Supermarket Type1,3444.8492,13
9062,18.5,Low Fat,Meat,88.9172,OUT018,7,Medium,Tier 3,Supermarket Type2,1695.1268,19
9063,6.715,Regular,Baking Goods,43.7454,OUT035,12,Small,Tier 2,Supermarket Type1,545.2902,12
